I,UPC
148686,806703915807
148697,845737015428
148698,845737015411
148702,810097507906
148703,810097507913
148704,810097507920
148705,810097507937
148706,810097507968
148707,810097507975
148708,810097507982
148709,810097507999
148710,810097508002
148711,810097508033
148712,810097508040
148713,810097508057
148714,810097508064
148715,810097508071
148716,810097508101
148719,725327938118
148720,725327938347
148721,725327937128
148722,725327938354
148723,725327938439
148724,725327938422
148807,640832006322
148916,840225708240
148917,840225708325
148918,840225708790
148919,840225708806
148920,840225707687
148921,840225708820
148922,840225707700
148923,840225706659
148924,840225705492
148925,840225705539
148926,840225705546
148927,840225705508
148928,840225705607
148929,840225707809
148930,840225708462
148931,840225708349
148932,840225708356
148933,840225708363
148934,840225705553
148935,840225705621
148945,840225709179
148946,840225709186
148947,840225709322
148948,840225709339
148949,840225707571
148950,840225709247
148951,840225709308
148952,840225709315
148953,840225707731
148954,840225707748
148955,840225705775
148956,840225708493
148957,840225705782
148958,840225705867
148959,840225705812
148960,840225705829
148961,840225705706
148962,840225705713
148963,840225705720
148964,840225705881
148973,840225705874
148974,840225706741
148975,840225707632
149008,761226090236
149009,764503052491
149010,764503052521
149011,764503051548
149012,798681662982
149013,798681662999
149014,798681663002
149015,798681663019
149016,798681666140
149017,798681666157
149018,798681666164
149019,798681666171
149021,798681666102
149022,798681666119
149023,798681666126
149024,798681666133
149025,798681671748
149026,798681671762
149027,798681671779
149028,798681673162
149029,798681673179
149030,798681673193
149053,810054132400
149054,810054132417
149080,023614853237
149081,023614853299
149082,023614853763
149096,727962707784
149097,727962707777
149098,727962707807
149099,727962707791
149100,727962707883
149101,727962707876
149102,727962708255
149103,727962708200
149104,727962708347
149105,727962708286
149106,727962708316
149107,727962708309
149108,727962708330
149109,727962708323
149110,727962708279
149111,727962708262
149112,754908214303
149113,754908299300
149114,754908254101
149115,754908212101
149116,754908226405
149127,798681665815
149154,022188884951
149196,023614853213
149350,736676056101
149351,736676056118
149372,706397966058
149373,706397966065
149374,810065120328
149375,810065120540
149376,810065120342
149377,810065120724
149397,819511022070
149403,619835011244
149404,619835110077
149468,022188887792
149469,022188887785
149472,741566905858
149506,685757098045
149507,787450831339
149508,685757098113
149509,685757098182
149510,685757098199
149511,685757098533
149512,685757098557
149513,685757098618
149514,685757098625
149515,685757098120
149516,685757098236
149517,685757098311
149518,685757098342
149519,685757098250
149520,685757098380
149521,685757098243
149522,685757098465
149523,685757098472
149524,685757098489
149525,685757098526
149526,685757098502
149528,685757098397
149529,685757098496
149530,685757098588
149531,685757098540
149556,682146879452
149557,023614853275
149558,023614853176
149559,023614853190
149560,682146118308
149561,682146892451
149562,682146892468
149563,682146119800
149565,682146878073
149566,682146399264
149567,682146398472
149568,682146398663
149569,682146398670
149570,682146398557
149571,682146398564
149572,682146398519
149573,682146398526
149574,682146302745
149575,682146302844
149576,682146302806
149577,682146302820
149579,682146302561
149580,682146302578
149587,023614853626
149588,725327634218
149589,725327634201
149590,725327634225
149591,725327634232
149596,810035755338
149597,850013439195
149598,023614852766
149599,4806015567936
149600,806703911984
149607,736676704569
149609,689585855818
149610,689585855221
149611,689585855214
149612,689585855757
149613,689585855764
149614,689585855986
149616,752334900562
149617,752334900555
149618,752334010254
149619,752334010261
149620,752334010278
149621,752334010285
149622,752334900395
149623,752334900401
149624,696528095934
149625,696528095941
149626,696528095910
149627,696528095927
149628,696528095972
149629,696528095989
149630,696528095958
149631,696528095965
149632,840290503498
149633,840290503504
149634,840290503511
149635,840290503528
149636,840290503535
149637,840290503542
149638,840290503559
149639,840290503566
149640,840290503573
149641,840290503580
149642,840290503597
149643,840290503603
149644,840290503610
149645,840290503627
149646,840290504068
149647,840290504075
149655,727962708392
149656,727962708385
149657,727962708415
149658,727962708408
149659,840290504082
149660,840290504099
149661,840290501302
149662,840290501319
149663,840290501326
149664,840290501333
149665,840290501340
149666,840290501357
149667,840290501364
149668,840290501371
149669,840290501388
149670,840290504112
149671,840290504129
149696,741566905513
149698,787450832565
149739,798681660865
149740,798681661831
149742,798681660889
149743,798681660872
149765,855959002397
149766,855959002366
149767,855959003295
149768,855959003288
149769,855959003233
149775,640832008821
149776,640832008838
149777,736676180844
149781,015813542333
149782,015813541435
149783,015813543217
149784,847313018014
149785,847313018038
149806,706397966126
149840,810035755345
149866,798681640454
149870,845737014681
149882,676351707204
149883,706397962746
149913,023614852889
149914,023614853671
149915,023614853725
149916,818773023238
149917,818773023245
149918,706397966096
149924,798681662715
149925,798681676347
149936,022188892659
149937,040589027340
149939,023614853718
149943,798681660872
149944,798681660841
149950,022188891416
149951,022188891423
149975,725327939290
149976,725327938125
149978,754908318100
150067,787450838956
150068,787450843226
150069,787450839014
150071,810083267821
150072,810083267814
150075,812285027777
150076,812285027753
150086,847313019349
150087,847313019356
150103,023614853732
150104,023614853756
150105,023614852865
150116,723551442258
150125,082442971674
150130,798681671618
150131,798681672677
150132,798681664634
150133,798681676828
150134,798681678754
150135,798681676811
150136,798681678747
150159,048702024245
150160,048702024252
150161,048702024283
150162,048702024290
150163,048702024306
150164,048702024313
150165,048702024320
150166,048702024337
150167,847313020017
150178,798681642427
150182,787450844148
150183,787450843578
150184,787450843677
150185,754908301102
150186,754908300402
150213,022188893120
150220,682146302868
150221,741566905940
150222,741566905889
150223,741566905896
150224,741566905902
150225,741566905919
150226,741566905926
150227,741566905856
150232,787450849983
150240,706397952723
150242,023614853749
150243,023614853619
150244,023614853695
150245,023614853589
150277,853418431368
150293,787450850255
150294,787450848504
150295,787450850705
150296,787450848481
150297,787450850675
150298,787450850439
150299,787450850491
150309,023614854623
150310,023614854630
150363,023614997344
150364,023614997252
150369,082442974279
150370,082442974446
150371,082442974453
150372,685757098649
150373,810035753334
150374,810035753341
150375,810035753358
150376,810035753365
150377,810035753372
150378,810035753389
150379,810035753396
150380,810035753402
150381,810035755352
150382,810035755369
150383,810035755376
150384,810035755086
150385,810035755423
150386,810035755390
150387,810035755420
150391,810070681715
150400,764503053580
150401,764503053597
150402,764503054228
150403,764503054273
150404,764503054372
150405,764503054419
150411,806703061658
150412,806703061672
150413,806703061689
150414,806703061702
150416,4806015568650
150417,4806015568285
150418,4806015568292
150419,4806015566397
150420,4806015567981
150421,812285027807
150422,812285027814
150423,812285027821
150424,812285027838
150425,812285027845
150426,812285027852
150427,812285027869
150428,812285027876
150429,812285027951
150430,812285027968
150431,812285027975
150432,812285027982
150433,812285027999
150434,812285028002
150435,812285028019
150436,812285027883
150437,812285027906
150438,812285027890
150439,812285027913
150440,812285028026
150441,812285027920
150442,812285027937
150443,812285027944
150444,812285027395
150445,812285027401
150446,4806015511687
150447,4806015511588
150448,812285027654
150449,643477864340
150452,015813281478
150453,015813281485
150454,015813281492
150455,015813281706
150456,015813281713
150457,015813501071
150458,015813504300
150459,015813516044
150460,015813516051
150461,015813543378
150462,015813622325
150463,884110754813
150464,884110757999
150465,884110758019
150466,884110758026
150467,884110758033
150468,015813851480
150469,015813851541
150470,015813851596
150471,015813851619
150472,761226090281
150473,761226090298
150474,761226089926
150475,761226089933
150477,733315101031
150478,733315101048
150482,847313018915
150483,847313019172
150484,847313019264
150485,850036269113
150486,713780241296
150487,713780241951
150488,713780241968
150489,713780241586
150490,713780241982
150491,713780242262
150492,713780242279
150493,713780242309
150494,713780242606
150495,713780242613
150496,713780242620
150497,713780242637
150498,713780242651
150499,713780242668
150500,713780242675
150501,713780242682
150502,713780242699
150503,713780242507
150504,713780242545
150505,713780242583
150506,713780241913
150507,713780241920
150508,713780241937
150509,713780987385
150510,713780987392
150511,713780987408
150512,713780987507
150513,713780987514
150514,713780987538
150515,713780987545
150516,713780987569
150517,713780987576
150518,810035755406
150519,011356578945
150520,011356578952
150521,011356578969
150522,011356578976
150523,011356578983
150524,011356578990
150525,011356579003
150526,011356579010
150527,011356579027
150528,011356579034
150529,011356580122
150530,011356580047
150531,011356580054
150532,011356580061
150533,011356580078
150534,011356580085
150535,011356580092
150536,011356580115
150538,011356580139
150539,011356580146
150540,011356580153
150541,062654472602
150544,011356188236
150545,011356188373
150546,011356188243
