I,UPC
123232,682146399677
123233,682146399684
123234,682146399691
123235,682146399745
123236,682146399707
123237,682146399714
123238,682146399752
123239,682146399769
123244,682146399028
123245,682146399035
123246,682146399042
123247,682146399059
123248,682146399271
123249,682146399288
123250,682146399301
123251,682146399318
123252,682146395228
123253,682146395266
123254,682146395211
123255,682146395259
123258,682146398632
123259,682146398649
123260,682146398656
123261,682146399851
123262,682146118469
123264,682146118483
123266,682146397505
123267,682146397512
123268,682146397529
123269,682146282412
123270,682146282429
123271,682146503036
123272,682146503043
123273,682146503050
123274,682146302455
123275,754908247400
123276,682146830743
123277,754908240005
123278,682146830767
123428,845737010065
123429,845737012656
123430,845737012137
123431,845737012144
123432,845737012151
123433,845737012199
123434,845737012212
123435,845737012182
123436,845737012205
123457,680017478223
123458,680017478230
123760,897903003371
123761,897903002718
123762,897903003418
123791,022188882506
123792,022188882513
123794,022188881806
123812,806703064581
123813,806703064956
123814,806703064840
123815,812441027962
123816,812441028112
123861,736676191277
123869,848456002687
123870,848456002816
123871,848456002878
123872,848456002700
123878,853143008361
123892,815421020427
123893,850013439010
123895,810760011303
123896,810760011211
124001,856054008161
124002,856054008192
124004,856054008208
124005,856054008215
124295,040589027661
124296,040589027708
124297,040589027333
124335,733315100072
124336,733315100089
124363,082442933849
124364,082442933856
124365,082442933825
124366,082442933832
124423,811338035189
124424,811338035615
124426,819925022536
124428,819925022550
124429,819925022598
124430,819925022604
124431,819925022611
124493,787450534575
124498,798681617166
124588,840906106921
124607,4806015567905
124608,812285025872
124609,812285025889
124610,812285025841
124611,812285025865
124612,812285025896
124613,812285025902
125085,642230260085
125086,798681629022
125087,098289041036
125104,741566904684
125105,741566904523
125106,741566904677
125107,682146302486
125108,736676291007
125109,736676291014
125110,736676137107
125135,736676086498
125136,736676086504
125137,736676086726
125241,845737009526
125243,810025503260
125244,810025503277
125245,810025503284
125289,843068128329
125290,843068128312
125291,843068128350
125292,843068128305
125323,048702020001
125381,764503914591
125384,764503033957
125409,811338034120
125411,642230260108
125412,642230260092
125413,642230260115
125419,011356576637
125420,011356576644
125478,879971008427
125494,015813521512
125526,843068128428
125527,843068128435
125528,843068128411
125529,843068128466
125530,843068128404
125531,850003444864
125532,850003444895
125537,850003444666
125538,850003444697
125540,850003444055
125541,850003444062
125543,850003444369
125544,850003444376
125552,810025503376
125553,810025503383
125554,810025503390
125555,810025503406
125556,810025503413
125557,810025503420
125562,845737011567
125563,845737011574
125564,845737012311
125565,845737012328
125566,845737012335
125567,845737012342
125568,727962704196
125573,798681632954
125574,798681632961
125580,082442818733
125581,082442893655
125616,022188878462
125618,022188884029
125622,022188883879
125638,682146282610
125639,682146282627
125640,682146282634
125641,682146282641
125643,764503026911
125644,764503028816
125666,848037058522
125686,812052024657
125687,812052024664
125728,810021510071
125729,810021510064
125730,810021510415
125731,810021510033
125732,810021510422
125733,810021510439
125739,082442923772
125740,082442923789
125792,810058880000
125794,810058880024
125795,810058880079
125796,810058880055
125797,810058880062
125798,810058880086
125923,687748696414
125932,713780231464
125933,713780231488
125934,713780231501
125935,713780231525
125936,713780231549
125937,713780231563
125938,713780231587
125939,713780231297
125940,713780231334
125941,713780231372
125942,713780231600
125943,713780231624
125944,713780231648
125945,713780331027
125946,713780331041
125947,713780331065
125948,713780331089
125949,713780331102
125950,713780331126
125951,713780331140
125952,713780331164
125953,713780331188
125954,713780352206
125955,713780352220
125956,713780352244
125957,713780352268
125958,713780352282
125959,713780354118
125967,641996211263
125968,641996211201
125969,641996211225
125970,641996211409
125971,641996212116
125972,641996211676
125973,641996200281
125974,641996211935
125975,641996211522
125976,641996212079
126155,810496022406
126184,858763007503
126265,642230260665
126293,811777020562
126304,751499422117
126305,751499422155
126306,751499422179
126307,751499422186
126308,751499422216
126309,751499422230
126310,751499422254
126311,751499422278
126312,751499422315
126334,706397935504
126335,706397935917
126338,706397935511
126339,706397935924
126352,845737010058
126377,642230260566
126382,812285026114
126383,812285026121
126384,812285026428
126385,812285026435
126393,725327619307
126394,725327934479
126403,642230260818
126404,642230260832
126405,810012510226
126414,736676058778
126418,845737012595
126430,817093027902
126431,817093020910
126432,817083020903
126433,817093027940
126434,817093028220
126435,817093028237
126436,817093028251
126437,817093028268
126438,817093028305
126439,817093028312
126440,817093028336
126441,817093028343
126442,817093027742
126443,817093027759
126444,817093027773
126445,817093027780
126446,817093021153
126458,682146859317
126621,706397933944
126622,706397933951
126625,642230260610
126626,642230261204
126667,845737012373
126669,642230260504
126704,819644026037
126706,811452026308
126717,812285026794
126719,812285026817
126859,798681629145
126914,642230261211
126915,811777020456
126916,811777020500
126920,811777020654
127040,736676311590
127211,681565226236
127212,681565226199
127213,681565226243
127219,682146119480
127220,682146119497
127221,682146119503
127222,682146117998
127224,642230260535
127252,736676311521
127282,098289112422
127295,853742008977
127296,853742008960
127409,706397929626
127410,706397929633
127458,812151024473
127459,812151024497
127460,812151024527
127461,812151024572
127462,812151024626
127463,812151024541
127464,812151024589
127465,812151024602
127537,8053800940955
127691,764503043703
127692,764503043710
127693,764503043727
127694,764503043734
127695,764503043895
127696,764503043901
127697,764503043918
127698,764503043925
127699,764503044076
127731,687748701132
127732,687748701149
127746,048702021602
127747,048702021619
127748,806703915609
127753,048702017216
127759,642230261082
127811,642230260634
127896,787450660397
127897,787450660427
127918,062654137976
127919,062654138010
127920,062654138027
127933,011356574954
127935,011356575616
127937,011356575937
127939,011356576958
127940,011356576965
127941,011356576972
127942,011356576989
127943,011356576996
127944,011356577016
127945,011356577023
127946,011356577030
127956,011356577047
127957,011356577054
127958,011356577078
127959,011356577085
127960,011356577696
127961,011356577702
127963,011356577726
127964,011356577733
127979,011356576651
127980,011356576668
127990,682146860085
128007,754908231706
128008,754908232901
128009,754908233007
128010,754908232802
128011,642230261150
128017,764503046629
128018,764503046636
128047,747115446223
128048,747115446254
128049,747115446261
128050,747115446247
128051,747115446230
128052,747115446278
128053,747115446308
128054,747115446315
128055,747115446292
128056,747115446285
128057,747115445561
128059,747115446704
128060,747115445592
128061,747115445776
128062,747115442980
128063,747115444540
128064,747115443727
128065,747115443734
128091,815421028133
128092,815421021202
128097,815421028676
128098,840014611386
128099,840014611393
128100,840014611409
128153,747115445295
128154,747115445578
128250,098289009548
128314,193212023247
128323,810496022468
128324,810496022475
128325,810496022444
128326,810496022451
128328,810496022420
128330,810496022499
128332,810496022512
128333,810496022529
128334,810496022536
128335,810496022543
128336,810496022550
128341,733315100133
128342,733315100164
128343,733315100386
128358,879971008410
128359,850023353009
128360,850023353016
128361,850023353023
128362,850023353030
128363,850023353047
128364,850023353054
128365,8051770130147
128366,8051770130338
128367,8051770130345
128368,8051770130239
128369,8051770130277
128370,8051770130260
128371,8051770130284
128372,8051770130093
128373,8051770130079
128374,8051770130031
128375,8051770130055
128376,8051770130161
128377,8051770130192
128599,043125139002
128600,043125139019
128601,043125139033
128602,043125139057
128603,043125139071
128604,043125139088
128605,043125139095
128606,043125139101
128607,043125139118
128669,642230261815
128670,642230261808
128672,642230257146
128674,642230257153
128676,642230260207
128677,642230260184
128678,642230260214
128679,642230260191
128690,798681625789
128691,798681625819
128693,798681630288
128694,798681630295
128696,642230260788
128699,642230260528
128752,713780241173
128753,713780241722
128754,713780231396
128755,713780231433
128759,713780380124
128760,713780380209
128761,713780380285
128762,713780380414
128763,713780381121
128764,713780381206
128765,713780381282
128766,713780381411
128767,815648029692
128770,819644026334
128773,819644026341
128781,817461014480
128782,817461015562
128783,817461015586
128784,817461014503
128785,817461014800
128786,817461014824
128788,817461014862
128789,817461014435
128790,817461014442
128793,817461015500
128816,642230260580
128817,642230261242
128820,619835090089
128821,619835090096
128822,619835090102
128823,619835090119
128824,619835090126
128825,619835100146
128826,619835100153
128827,619835100160
128828,619835100177
128829,619835100184
128830,619835200266
128831,619835200273
128832,619835200280
128833,619835200297
128834,619835200303
128835,619835200310
128836,619835200327
128837,619835200334
128838,619835200341
128839,619835200358
128840,619835200365
128841,619835200372
128842,619835200389
128843,619835200396
128844,619835200402
128845,619835200419
128846,619835200426
128847,619835200433
128848,619835500052
128849,619835500069
128867,860004938408
128891,845737013103
128980,682146859898
129054,725327619437
129087,193212009104
129088,193212009111
129116,725327620839
129117,725327620846
129118,725327620860
129223,098289023513
129224,706397934064
129225,642230260603
129232,688218739563
129233,688218739570
129234,688218739587
129235,736676086832
129236,736676137114
129237,736676132119
129267,800732702018
129379,854164007241
129397,642230257290
129407,098289042989
129486,819644023593
129578,642230260962
129586,812052024879
129587,812052024886
129591,8051770130086
129592,8051770130116
129595,8051770130024
129596,8051770130222
129597,8051770130208
129598,8051770130185
129728,845737011178
129757,642230260863
129873,811338036285
129874,662205988844
129894,736676020225
129918,098289023537
129920,642230262508
129921,642230262515
129922,642230262522
129923,642230265539
129924,642230260146
129925,642230260153
129926,642230260160
129927,642230260177
129933,706397939120
129934,706397939380
129935,706397939472
129936,706397939601
129937,706397939137
129938,706397939373
129939,706397939465
129940,706397939458
129941,706397939182
129942,706397939403
129943,706397939519
129944,706397939502
129945,706397939199
129946,706397939397
129947,706397939496
129948,706397939489
129949,706397939168
129950,706397939427
129951,706397939557
129952,706397939540
129953,706397939175
129954,706397939410
129955,706397939533
129956,706397939526
129957,706397939144
129958,706397939441
129959,706397939595
129960,706397939588
129961,706397939151
129963,706397939571
129964,706397939564
129976,681565227172
129985,640832003499
130055,812285025674
130084,642230260849
130088,810059260047
130093,811338036292
130098,602686046497
130099,602686086493
130142,765857617275
130166,810065120038
130167,810065120052
130171,682146860047
130172,682146860054
130173,682146860016
130174,682146860023
130175,682146860061
130176,682146860078
130194,818773022514
130195,818773022521
130196,818773022538
130197,818773022545
130209,794504112528
130210,794504111828
130211,644216951758
130214,642230260382
130275,023614443988
130276,023614443995
130287,023614679196
130288,023614440864
130290,023614043744
130291,023614735243
130292,023614735250
130293,023614043942
130294,023614043959
130303,023614740797
130304,023614740766
130307,023614740742
130308,023614740759
130309,023614740728
130310,023614740735
130311,023614740940
130312,023614740957
130326,023614742517
130343,810033782657
130345,810033782695
130347,810033782794
130409,817953027233
130410,817953027240
130415,011356232465
130417,011356232489
130609,850023353078
130620,741566904271
130644,812285026770
130649,4806015566458
130650,812285026855
130651,812285026312
130652,812285026329
130653,812285026824
130654,812285026831
130655,812285026848
130708,706397935795
130709,706397941185
130820,642230262126
130821,642230262621
130823,764503043659
130826,787450681392
130828,8051770130154
130829,8051770130109
130830,8051770130123
130831,8051770130130
130832,8051770130062
130834,8051770130017
130835,8051770130291
130836,8051770130246
130837,8051770130253
130858,8053800943192
130859,8053800942782
130860,8053800942799
130861,642230260733
130884,854262002858
130900,806703912202
130954,764503034787
130960,706397930325
130962,098289023599
131005,817461014916
131006,817461015364
131019,011356577382
131020,011356577399
131021,011356577405
131022,011356577412
131023,011356577429
131024,011356577436
131025,011356577443
131026,011356577450
131027,011356577467
131028,011356577481
131029,011356577498
131030,011356577504
131031,011356577511
131032,011356577528
131033,011356577535
131034,011356577542
131035,011356577559
131036,011356577566
131037,011356577573
131038,011356577580
131039,011356577603
131040,011356577610
131047,043125039005
131053,845737012359
131054,845737012366
131055,845737012380
131235,754908234905
131236,754908240302
131237,754908226801
131238,754908211807
131240,727962702901
131241,727962703755
131242,727962703465
131243,727962704646
131244,727962704660
131245,727962704677
131246,727962704691
131247,727962704653
131248,727962704684
131286,818725011030
131287,818725011146
131288,818752012310
131294,725327932741
131295,725327623601
131296,725327934547
131297,725327625650
131298,725327620211
131299,725327620617
131300,725327620624
131301,725327620648
131302,725327620631
131303,725327619079
131304,725327619062
131305,725327619093
131306,725327619086
131323,818918024472
131335,681565227578
131336,681565227486
131344,747115444502
131345,747115444489
131374,747115441655
131375,747115437191
131376,747115437207
131377,747115437214
131378,747115437221
131382,747115445738
131388,747115445684
131395,642230261068
131396,817461016774
131398,817461015524
131399,817461012141
131400,817461015463
131401,817461016743
131402,817461015487
131403,817461016750
131404,817461011120
131405,817461016767
131407,082442942704
131410,853418230114
131411,853418230138
131412,853418230282
131413,853418243169
131414,853418243206
131415,853418243282
131416,853418220115
131417,853418220122
131418,853418220139
131419,853418220283
131420,853418260128
131421,853418262122
131422,853418266120
131423,853418115466
131424,853418263129
131425,853418264126
131428,853418251256
131429,853418251263
131431,853418131688
131450,810025504892
131451,810025504878
131452,810025503895
131453,810025504908
131454,810025504915
131455,810025504922
131470,810025504786
131471,810025504809
131472,810025504816
131474,810025504823
131475,810025504830
131476,811452021082
131530,787450690936
131541,687700089636
131542,687700089643
131543,687700089650
131544,687700089667
131545,687700089612
131546,687700089711
131552,064223020757
131577,853418243411
131578,853418243121
131583,810052407081
131585,810052407159
131586,810052407173
131587,810052407197
131588,810052407210
131652,630835751206
131653,818004021026
131654,818004021866
131655,818004021736
131656,818004021934
131657,818004021958
131658,818004021972
131659,818004022511
131660,818004022528
131661,818004022535
131662,818004022573
131663,818004022597
131664,818004022610
131665,818004020357
131666,818004020548
131667,818004022221
131668,818004022245
131669,818004022757
131670,818004022771
131671,818004022375
131672,818004022399
131673,818004022634
131674,818004022450
131675,818004022481
131677,818004022320
131678,818004022344
131679,818004021385
131680,818004022672
131681,818004021361
131682,859735005893
131683,818004021798
131684,818004021781
131685,818004021804
131723,619835400222
131728,787450668539
131729,860004938415
131730,611613042006
131732,818773021906
131733,818773021876
131734,764503033339
131761,642230260689
131762,642230260702
131859,810496022840
131866,810033785351
131867,810033785375
131868,816413027363
131871,787450662605
131891,640832005950
131896,851154008240
131963,8029874033237
131978,741566905056
131979,741566903779
131980,741566904790
131981,642230261655
131982,642230261891
131983,642230262119
131988,725327612360
131989,725327615293
131990,725327612568
132045,806703015606
132050,850003444161
132064,810496022604
132065,736676180851
132067,800732700243
132068,800732700250
132072,819644021711
132073,813393019302
132074,813393017926
132075,819644027362
132076,819644025511
132077,819644025559
132078,819644025597
132079,819644025603
132084,819644025627
132086,819644025719
132087,819644025726
132088,819644027379
132089,813393017049
132091,819644026396
132092,819644026402
132093,819644026419
132094,819644026693
132095,819644026686
132096,819644027270
132097,819644027263
132098,819644026792
132099,819644026808
132101,819644026822
132102,819644026839
132103,819644026846
132104,819644026853
132105,819644026860
132107,819644026884
132108,819644026891
132109,819644026907
132115,819644026426
132117,819644027065
132119,819644027256
132120,819644025733
132121,819644025238
132122,819644027072
132139,022188885033
132191,723364217906
132192,723364218439
132193,723364216763
132197,017417091323
132199,815648029739
132200,815648029746
132285,619835001023
132286,619835001030
132287,619835007018
132288,619835011053
132289,619835010018
132290,619835011152
132291,619835017017
132292,619835041005
132293,619835044013
132294,619835044037
132295,619835060242
132296,619835060556
132297,619835060235
132298,619835060228
132299,619835090157
132300,619835090140
132351,023614851295
132358,048702021176
132359,048702023064
132360,048702022128
132361,048702023071
132362,048702022104
132363,048702019364
132364,048702022265
132365,048702022272
132366,048702022289
132367,048702022081
132368,048702021527
132387,850022583544
132388,850022583551
132417,736676137145
132425,850012235057
132426,850012235064
132492,733315100287
132496,800732700199
132497,800732701189
132498,642230260986
132507,814034026420
132572,193212048813
132573,193212048820
132574,193212048868
132575,193212048905
132576,193212048936
132577,193212032683
132591,082442892665
132592,082442892672
132593,082442875019
132594,082442892658
132595,082442932903
132596,082442932880
132597,082442942889
132598,082442936710
132599,082442942865
132600,082442942872
132601,082442942919
132602,082442942841
132603,082442942858
132605,082442916705
132606,082442916699
132607,082442941011
132608,082442942902
132609,082442941004
132610,082442942896
132611,082442941042
132612,082442942926
132613,082442933702
132614,082442933740
132633,860004938484
132635,860004938477
132648,806703912066
132649,806703912073
132650,806703912516
132653,806703086101
132660,806703023281
132665,806703063997
132666,806703063973
132667,806703063980
132668,806703063577
132669,806703063584
132670,806703063591
132729,856169007363
132774,845737013141
132775,845737013158
132779,811777020555
132780,811777020883
132781,811777020876
132782,811777020890
132783,811777020906
132784,811777020852
132785,810021510446
132786,810021510453
132787,810021510460
132788,810021510538
132789,810021510545
132790,810021510552
132791,810021510569
132792,810021510576
132793,810021510583
132794,810021510590
132795,810021510620
132796,810021510637
132797,810021510651
132798,810021510668
132824,787450685048
132825,854164007067
132912,812052024800
132918,897903002312
132922,850020252152
132923,858763007169
132924,850020252077
132925,850020252084
132974,011356576477
132975,011356576484
132976,011356576491
132979,011356576514
132980,011356576538
132981,011356576545
132982,011356576552
132983,011356576569
132984,011356576576
132985,011356576583
132986,011356576590
132987,011356576606
132988,810038641652
132989,810038641676
132990,810038641669
132992,098289112170
132994,098289023643
132996,098289023506
132997,098289023568
133014,642230262584
133016,850023353085
133050,850013439089
133051,706397943950
133052,706397943943
133055,845737012793
133056,845737012809
133057,845737012816
133058,845737012823
133120,642230260993
133121,640832008579
133122,725327935445
133146,082442932897
133147,853418215210
133156,853418195215
133159,853418167212
133344,048702019784
133345,048702019777
133346,048702019753
133347,048702019760
133385,043125139132
133386,043125139156
133387,043125139170
133388,043125439010
133389,043125439034
133390,043125439140
133431,098289023582
133489,040589026893
133490,040589020990
133491,040589027685
133492,040589027692
133493,040589027722
133494,040589018096
133495,040589018102
133496,040589018126
133497,040589018171
133520,040589018294
133521,040589024202
133522,040589026022
133580,043125110087
133581,043125110094
133582,043125110100
133583,043125110117
133584,043125110131
133585,043125110148
133596,043125169511
133597,043125169597
133598,043125169672
133599,043125169658
133600,043125169719
133601,043125169795
133602,043125169856
133603,043125169870
133679,845737012885
133690,723364216954
133691,723364218262
133692,723364216961
133728,642230262485
133762,764503040948
133763,764503992056
133764,764503043697
133765,764503039140
133766,764503048036
133767,764503040740
133768,764503040962
133769,764503040757
133770,764503043451
133771,764503043475
133775,764503992117
133934,787450524873
133935,787450720848
133964,641996200441
133967,048702018848
134047,8053800943024
134049,8053670713857
134050,8053800943178
134052,8053800943123
134053,8053800941549
134054,8053800943130
134055,8053670712058
134056,8053800941563
134057,8053670710627
134058,8053800942126
134059,8053800942805
134060,8053800942812
134061,8053800941426
134062,8053800941433
134063,8053800943147
134065,8053800940979
134066,8053800940962
134067,8053800943000
134068,8053800941129
134140,810059260351
134149,798681402144
134150,798681406562
134151,798681406623
134152,798681406586
134153,810065120076
134164,810496022819
134165,810496022734
134166,810496022802
134173,048702022135
134186,642230261129
134223,853418631126
134224,853418661123
134225,853418671122
134226,853418410202
134227,853418410288
134228,853418410417
134229,853418510209
134230,853418510285
134231,853418714164
134232,853418714706
134233,853418715000
134253,752334900333
134254,764503037832
134309,839665004814
134310,839665000236
134311,839665000243
134324,810059260856
134328,706397941550
134369,818773022569
134370,818773022262
134371,098289001337
134417,642230261990
134418,642230261952
134424,723364220289
134425,723364218675
134426,723364218613
134434,736676017560
134467,706397934736
134468,706397943486
134506,022188884920
134507,022188885149
134508,022188885118
134509,022188885125
134510,022188885132
134511,022188886290
134512,022188886504
134513,022188886511
134514,022188886528
134515,022188886535
134576,858944006271
134577,810012511049
134578,810012511056
134579,839665004999
134580,810012512220
134581,810012512237
134582,810012512244
134583,810012512251
134584,810012512268
134585,810012512275
134587,810012512282
134588,810012512299
134589,810012512305
134590,810012512312
134591,810012512329
134592,839665001349
134593,810012510783
134594,810012510738
134595,810012510790
134596,810012511773
134610,814034026437
134746,839665003558
134747,839665002735
134748,839665007723
134749,839665005842
134750,8029874002837
134751,802987400312
134752,839665008737
134753,810012511650
134754,858944006509
134757,839665006467
134770,810021510644
134778,810065120106
134929,023614849285
134930,023614849315
134931,023614849308
134933,023614997641
134937,023614997689
134942,023614997610
134943,023614997603
134944,023614744061
134945,023614744054
134946,023614997559
134947,023614997542
134948,023614997634
134949,023614997627
134951,023614849445
134952,023614849438
134953,023614849421
134958,023614743552
134959,023614743545
134968,023614997511
134969,023614997504
134970,023614997535
134971,023614997528
134982,023614744030
134983,023614744023
134984,023614744016
134988,023614743484
134989,023614744177
134993,023614744528
134994,023614744511
134995,023614744542
134996,023614744535
134997,023614744566
134998,023614744559
134999,023614744580
135000,023614744573
135001,023614744603
135002,023614744597
135003,023614744627
135004,023614744610
135005,023614744641
135006,023614744634
135007,023614744665
135008,023614744658
135009,023614744689
135010,023614744672
135011,023614744702
135012,023614744696
135017,023614849360
135018,023614849353
135019,023614849346
135055,023614744740
135059,023614744801
135067,023614997818
135068,023614997795
135069,023614997832
135070,023614997801
135071,023614849568
135072,023614849582
135074,023614849537
135075,023614849506
135076,023614849575
135077,023614849520
135078,023614849605
135079,023614849513
135080,023614849674
135081,023614849698
135082,023614849643
135083,023614849681
135084,023614849667
135085,023614849711
135086,023614849650
135087,023614849810
135088,023614849834
135089,023614849780
135090,023614849759
135091,023614849827
135092,023614849773
135093,023614849858
135094,023614849766
135095,023614849926
135096,023614849940
135097,023614849896
135098,023614849933
135099,023614849919
135100,023614849964
135101,023614849902
135102,023614850069
135104,023614850007
135105,023614850045
135106,023614850076
135107,023614850021
135108,023614850090
135109,023614850014
135110,023614850175
135111,023614850199
135112,023614850137
135113,023614850168
135115,023614850151
135116,023614850205
135117,023614850144
135119,023614850434
135120,023614850359
135123,023614850373
135124,023614850441
135125,023614850366
135127,023614850632
135128,023614850571
135130,023614850625
135131,023614850595
135132,023614850649
135133,023614850588
135147,023614850908
135148,023614850915
135152,023614850953
135155,023614850984
135156,023614850991
135157,023614851004
135158,023614851011
135171,048702020315
135172,048702020322
135173,048702020339
135174,048702020346
135175,048702017407
135176,048702017391
135177,048702020353
135178,048702020360
135179,048702018268
135180,048702020377
135181,048702020384
135182,048702020391
135183,048702020407
135184,048702018657
135185,048702018664
135186,048702018671
135187,048702018688
135188,048702019050
135189,048702019067
135190,048702019074
135191,048702019081
135192,048702020414
135193,048702020421
135194,048702020438
135195,048702020445
135196,048702022579
135197,048702022586
135198,048702022593
135199,048702022609
135200,048702022616
135201,048702022623
135202,048702022654
135203,048702022661
135204,048702022630
135205,048702022647
135206,048702023088
135207,048702023095
135208,048702022692
135209,048702022708
135210,048702022678
135211,048702022685
135212,048702023101
135213,048702023118
135214,048702004124
135215,048702004117
135216,048702006982
135217,048702006999
135218,048702016776
135219,048702020131
135220,048702020148
135221,048702020155
135222,048702020162
135223,048702017384
135224,048702017377
135225,048702020179
135226,048702020186
135227,048702018305
135228,048702018336
135229,048702018350
135230,048702020193
135231,048702020209
135232,048702020216
135233,048702020223
135234,048702020230
135235,048702020247
135236,048702020254
135237,048702020261
135238,048702019302
135239,048702019326
135240,048702019654
135241,048702019661
135242,048702019678
135243,048702019685
135244,048702022487
135245,048702022494
135246,048702022500
135247,048702022517
135248,048702022524
135249,048702022531
135250,048702022548
135251,048702022555
135252,048702022562
135253,048702020742
135254,048702023187
135255,048702023194
135256,048702019708
135257,048702019722
135258,048702019746
135259,048702019739
135260,048702019999
135261,048702019982
135262,048702019975
135263,048702021725
135264,048702021732
135265,048702021756
135266,048702021763
135267,048702021770
135268,048702021787
135269,048702021817
135270,048702021800
135271,048702021794
135272,048702019142
135273,048702019159
135274,048702019166
135275,048702022319
135276,048702022326
135277,048702018879
135278,048702018916
135279,048702018855
135281,048702022227
135282,048702022234
135283,048702018541
135284,048702018602
135285,048702022296
135286,048702022302
135287,048702023422
135288,048702023477
135289,048702023507
135290,048702023521
135291,048702023408
135292,048702023439
135293,048702023446
135294,048702020940
135295,048702018473
135296,048702023231
135297,048702021145
135298,048702007415
135299,048702007118
135300,048702023217
135301,048702021138
135302,048702009501
135303,048702009549
135304,048702009556
135305,048702020926
135306,048702018503
135307,048702023200
135308,048702015960
135309,048702015991
135310,048702016011
135311,048702016004
135312,048702020933
135313,048702018480
135314,048702023224
135315,048702022746
135316,048702022753
135317,048702022838
135318,048702022845
135319,048702022821
135320,048702022814
135321,048702022739
135322,048702022791
135323,048702022760
135324,048702022807
135325,048702022951
135326,048702022968
135327,048702023040
135328,048702023057
135329,048702023019
135330,048702023002
135331,048702022944
135332,048702022982
135333,048702022975
135334,048702022999
135335,048702023255
135336,048702023262
135337,048702023286
135338,048702023293
135339,048702023354
135340,048702023361
135342,048702023385
135343,048702023347
135344,048702023330
135345,048702023279
135346,048702023316
135347,048702023309
135348,048702023323
135381,023614257929
135396,048702006975
135402,048702018633
135423,048702023378
135424,850028892039
135425,855959001369
135426,855959009761
135463,642230260764
135467,082442948133
135469,819644024699
135470,819644024705
135471,819644024798
135473,812285025834
135475,725327625766
135476,725327626480
135477,725327625810
135478,725327625803
135479,725327625957
135480,725327625773
135481,725327625988
135482,725327625704
135483,725327626497
135484,725327625759
135485,725327625742
135486,725327625995
135487,725327625711
135488,725327626022
135490,098289005342
135491,098289005359
135538,811069029662
135539,811069029655
135540,811069029648
135541,811069029631
135716,723364220326
135717,723364216985
135724,860006247409
135726,860006247430
135734,082442942681
135825,792759418679
135826,792759418419
135827,792759418631
135829,792759418570
135831,764503033315
135833,764503048081
135834,764503049071
135835,764503914713
135836,764503913266
135837,764503039348
135838,764503048463
135839,764503031816
135840,764503034763
135841,764503048111
135842,764503047503
135843,764503047510
135844,764503047640
135845,764503047695
135848,764503040436
135849,736676035007
135850,736676035014
135851,736676035038
135866,850012235170
135867,850012235187
135892,0
135894,682146118230
135905,751499422124
136253,642230260467
136610,860006425623
136612,860006425609
136752,844234129959
136753,844234129935
136754,844234107339
136755,844234239481
136756,844234128648
136757,814230010674
136758,844234129898
136759,844234100637
136760,814230010261
136761,814230010087
136762,844234126699
136763,814230101112
136764,814230011077
136765,787450721784
136801,681565228520
136851,727962705551
136900,810035752429
136997,682146858877
137041,811069029266
137042,811069029242
137044,811069029426
137053,764503048135
137054,764503993800
137055,764503992957
137056,764503045363
137058,764503993350
137059,764503037986
137060,764503048142
137061,764503047312
137062,764503048159
137063,642230262034
137064,682146302851
137066,713135218867
137083,798681641925
137084,910018200180
137085,810019200199
137096,787450750401
137186,723364218255
137187,723364220296
137347,706397943424
137348,706397945589
137349,810065120083
137384,850020252909
137386,741566905186
137387,741566905193
137388,741566905230
137389,741566905223
137390,741566905247
137397,764503028298
137398,764503040795
137399,764503047657
137400,764503019265
137401,764503047930
137402,764503046810
137403,764503045417
137405,764503045431
137411,098289023575
137417,811338036155
137418,811338036186
137477,764503037573
137478,764503049941
137479,764503037412
137481,764503913730
137482,764503049989
137483,764503033650
137484,764503034497
137485,764503049996
137486,642230262973
137560,787450229488
137561,787450229471
137601,019962404139
137603,642230262492
137605,642230261976
137608,764503029585
137609,764503044304
137638,792759418396
137639,792759418389
137640,792759418372
137641,792759418365
137642,792759418358
137643,792759418464
137644,792759418341
137645,792759418938
137646,792759418501
137647,792759418518
137648,792759418327
137649,792759418310
137650,764503033780
137652,706397947446
137653,706397947453
137723,800732700274
137728,611613022312
137729,611613021537
137730,611613021575
137731,611613006930
137732,611613006961
137733,611613007937
137741,736676401789
137752,725327935391
137753,725327935827
137758,764503048746
137759,845737013523
137760,845737013530
137761,845737013547
137762,845737013554
137763,845737012786
137765,048702020520
137781,850020252060
137782,850020252169
137783,850020252046
137784,850020252916
137785,810075870053
137786,810075870046
137787,850020252015
137816,810025505806
137817,810025505813
137818,810025505783
137819,810025505790
137823,810052408101
137958,642230260313
138007,054041400213
138008,054041401210
138009,054041402217
138010,054041404211
138011,054041405218
138012,054041406215
138013,054041407212
138014,054041408219
138015,054041409216
138016,054041410212
138030,682146394658
138031,682146390216
138032,682146390223
138034,850020252923
138072,764503014529
138073,764503049606
138075,764503048562
138076,642230261174
138077,642230260344
138131,798681633388
138132,798681638512
138145,682146302660
138146,642230260870
138148,642230260306
138149,642230260320
138152,642230259966
138153,642230259980
138154,642230262058
138155,642230262041
138156,642230262065
138157,642230261969
138158,642230261983
138159,642230262010
138160,642230262027
138161,642230258778
138162,642230261907
138163,642230258785
138164,642230262133
138165,642230262140
138166,642230261860
138169,642230261778
138171,642230260481
138172,642230260498
138173,642230260573
138174,642230261181
138175,642230261143
138176,642230260856
138177,642230260801
138178,642230260412
138179,642230260429
138185,602686058094
138186,602686058292
