I,Q,P,UPC
148296,0,1280.0,842834105625
148297,0,1270.0,842834106196
148298,1,1300.0,842834106769
148300,1,985.0,842834100880
148301,3,1090.0,842834100934
148302,0,1115.0,842834100941
148303,4,905.0,842834119646
148304,2,905.0,842834108817
148305,2,1240.0,842834101788
148306,5,970.0,842834125203
148307,2,1500.0,842834125869
148308,3,1125.0,842834125876
148335,1,1215.13,023614852674
148336,0,796.12,048702018756
148338,23,588.0,022188890938
148339,25,754.44,860247000757
148340,12,787.78,860247000740
148341,25,865.56,850028892015
148342,8,743.33,850028892008
148343,0,776.67,850028892046
148344,0,554.44,702458690962
148345,0,554.44,702458691099
148346,0,554.44,702458691105
148347,0,554.44,702458690931
148348,0,554.44,702458691129
148350,1,2365.0,853418176221
148351,1,2246.75,853418177235
148360,0,1349.0,642230263963
148364,0,1010.74,048702024481
148365,6,1317.33,023614853688
148367,25,481.0,764503051661
148368,25,510.0,764503051609
148369,25,616.0,764503051708
148370,25,616.0,764503051722
148394,6,554.44,682146398458
148395,5,554.44,682146398465
148397,25,819.0,193212028013
148398,25,834.0,193212048141
148399,25,834.0,193212048158
148400,25,834.0,193212018380
148401,10,834.0,193212028044
148402,25,399.0,193212032249
148403,25,422.27,193212048196
148404,2,3129.0,968520112286
148405,1,3129.0,196852012022
148406,0,3299.0,196852012831
148407,1,3299.0,196852014132
148408,2,1899.0,196852031221
148409,0,1899.0,196852032028
148410,2,2429.0,196852041237
148411,1,1789.0,196852051229
148412,3,1789.0,196852052028
148413,8,1508.49,850016966643
148414,4,1600.73,850016966650
148442,0,990.3,023614852544
148443,0,1082.27,023614853602
148444,0,1082.27,023614853596
148445,22,1235.57,023614852704
148446,0,1010.74,048702022333
148462,25,1070.0,787450841765
148463,25,1070.0,787450841772
148465,25,555.0,810100235451
148466,0,361.0,810100235468
148467,3,534.0,844234100453
148468,3,446.09,844234240029
148470,0,1315.0,706397964733
148471,0,1315.0,706397964740
148472,0,1160.0,706397964467
148473,0,1160.0,706397964474
148511,0,490.0,706397962470
148512,10,602.0,706397962425
148513,25,760.0,706397962449
148520,0,378.15,4806015515111
148521,25,378.15,4806015515319
148522,25,130.67,4806015511687
148549,0,2391.59,810025505899
148551,25,499.0,723364228674
148552,0,499.0,723364228438
148571,25,435.97,810012512435
148572,9,435.97,810012512442
148587,15,1739.0,810054132394
148595,0,10168.0,810021511559
148603,2,1500.0,082442960340
148604,10,1500.0,082442960357
148605,9,1620.0,082442960371
148606,25,1620.0,082442960395
148607,25,1620.0,082442960937
148608,0,1500.0,082442948676
148609,0,1254.0,022188884807
148651,25,672.0,736676193004
148652,25,672.0,736676193011
148653,25,672.0,736676193028
148661,25,204.38,048702024450
148662,25,224.82,048702024467
148663,25,255.48,048702024832
148664,0,2430.23,810025508920
148670,25,97.87,840014605545
148672,0,3003.33,043125999941
148673,16,644.0,043125039814
148674,10,644.0,043125039838
148675,0,644.0,043125039852
148676,13,644.0,043125039876
148677,9,644.0,043125039890
148678,16,644.0,043125039906
148679,17,644.0,043125039913
148686,25,479.0,806703915807
148697,25,1204.0,845737015428
148698,25,1204.0,845737015411
148702,1,1641.71,810097507906
148703,0,1641.71,810097507913
148704,1,1641.71,810097507920
148705,3,1641.71,810097507937
148706,2,1641.71,810097507968
148707,2,1641.71,810097507975
148708,2,1641.71,810097507982
148709,5,1641.71,810097507999
148710,0,1641.71,810097508002
148711,0,1641.71,810097508033
148712,1,1641.71,810097508040
148713,5,1641.71,810097508057
148714,1,1641.71,810097508064
148715,2,1641.71,810097508071
148716,0,1641.71,810097508101
148719,24,304.88,725327938118
148720,20,304.88,725327938347
148721,0,325.98,725327937128
148722,0,325.98,725327938354
148723,0,378.73,725327938439
148724,0,378.73,725327938422
148807,0,435.96,640832006322
148916,0,3011.0,840225708240
148917,0,3103.0,840225708325
148918,8,3024.0,840225708790
148919,0,3024.0,840225708806
148920,0,3200.0,840225707687
148921,0,3200.0,840225708820
148922,0,3658.0,840225707700
148923,0,4570.0,840225706659
148924,7,2086.0,840225705492
148925,3,2086.0,840225705539
148926,0,2125.0,840225705546
148927,0,2125.0,840225705508
148928,0,2400.0,840225705607
148929,0,2450.0,840225707809
148930,5,2375.0,840225708462
148931,0,2390.0,840225708349
148932,1,2375.0,840225708356
148933,0,2390.0,840225708363
148934,0,2086.0,840225705553
148935,4,2376.0,840225705621
148945,0,2047.0,840225709179
148946,3,2016.0,840225709186
148947,0,2086.0,840225709322
148948,0,2086.0,840225709339
148949,0,2086.0,840225707571
148950,0,2086.0,840225709247
148951,0,2791.0,840225709308
148952,0,2619.0,840225709315
148953,0,2232.0,840225707731
148954,0,2250.0,840225707748
148955,1,1412.0,840225705775
148956,0,1412.0,840225708493
148957,2,1417.0,840225705782
148958,1,1412.0,840225705867
148959,2,1412.0,840225705812
148960,0,1000.0,840225705829
148961,0,1898.0,840225705706
148962,0,1898.0,840225705713
148963,0,1898.0,840225705720
148964,0,1720.0,840225705881
148973,0,1673.0,840225705874
148974,0,1235.0,840225706741
148975,0,1235.0,840225707632
149008,0,1169.47,761226090236
149009,25,481.0,764503052491
149010,25,481.0,764503052521
149011,25,510.0,764503051548
149012,0,1133.0,798681662982
149013,0,1133.0,798681662999
149014,0,1407.0,798681663002
149015,0,1407.0,798681663019
149016,19,1133.0,798681666140
149017,19,1133.0,798681666157
149018,25,1133.0,798681666164
149019,17,1133.0,798681666171
149021,25,1133.0,798681666102
149022,15,1133.0,798681666119
149023,25,1133.0,798681666126
149024,9,1133.0,798681666133
149025,25,1656.0,798681671748
149026,0,1831.0,798681671762
149027,25,1743.0,798681671779
149028,0,2287.0,798681673162
149029,0,2199.0,798681673179
149030,0,2199.0,798681673193
149053,2,1748.0,810054132400
149054,0,2147.0,810054132417
149080,0,1613.7,023614853237
149081,0,1634.14,023614853299
149082,0,1123.15,023614853763
149096,25,126.93,727962707784
149097,25,126.93,727962707777
149098,21,126.93,727962707807
149099,25,126.93,727962707791
149100,0,126.93,727962707883
149101,0,126.93,727962707876
149102,9,173.87,727962708255
149103,4,173.87,727962708200
149104,0,184.53,727962708347
149105,0,184.53,727962708286
149106,0,184.53,727962708316
149107,0,184.53,727962708309
149108,0,184.53,727962708330
149109,0,184.53,727962708323
149110,0,189.87,727962708279
149111,0,189.87,727962708262
149112,3,234.55,754908214303
149113,25,157.09,754908299300
149114,25,137.45,754908254101
149115,15,115.64,754908212101
149116,2,253.09,754908226405
149127,0,479.0,798681665815
149154,25,693.0,022188884951
149196,0,1562.6,023614853213
149350,0,883.0,736676056101
149351,0,883.0,736676056118
149372,25,475.0,706397966058
149373,25,489.0,706397966065
149374,4,526.67,810065120328
149375,4,634.44,810065120540
149376,3,634.44,810065120342
149377,3,1648.35,810065120724
149397,0,1784.56,819511022070
149403,0,822.22,619835011244
149404,0,2877.78,619835110077
149468,13,1356.0,022188887792
149469,21,1356.0,022188887785
149472,0,497.0,741566905858
149506,0,777.46,685757098045
149507,0,625.0,787450831339
149508,0,879.81,685757098113
149509,20,765.48,685757098182
149510,25,872.19,685757098199
149511,15,1001.77,685757098533
149512,5,765.48,685757098557
149513,0,4556.99,685757098618
149514,0,4556.99,685757098625
149515,25,858.03,685757098120
149516,25,858.03,685757098236
149517,21,868.92,685757098311
149518,15,1092.14,685757098342
149519,2,972.37,685757098250
149520,25,1236.97,685757098380
149521,17,963.66,685757098243
149522,7,934.26,685757098465
149523,25,858.03,685757098472
149524,14,999.59,685757098489
149525,24,749.14,685757098526
149526,0,4649.54,685757098502
149528,13,1064.43,685757098397
149529,10,982.21,685757098496
149530,8,982.21,685757098588
149531,25,1212.21,685757098540
149556,0,548.35,682146879452
149557,0,1705.68,023614853275
149558,0,1705.68,023614853176
149559,0,1797.66,023614853190
149560,0,526.37,682146118308
149561,0,526.37,682146892451
149562,0,526.37,682146892468
149563,0,526.37,682146119800
149565,0,658.24,682146878073
149566,14,867.03,682146399264
149567,0,548.35,682146398472
149568,6,554.44,682146398663
149569,3,554.44,682146398670
149571,0,565.56,682146398564
149572,0,587.78,682146398519
149573,0,587.78,682146398526
149574,0,317.58,682146302745
149575,0,471.43,682146302844
149576,0,262.64,682146302806
149577,0,240.66,682146302820
149579,3,317.58,682146302561
149580,3,317.58,682146302578
149587,0,1153.81,023614853626
149588,25,226.81,725327634218
149589,25,226.81,725327634201
149590,25,237.36,725327634225
149591,25,237.36,725327634232
149596,25,248.05,810035755338
149597,1,541.87,850013439195
149598,0,1235.57,023614852766
149599,0,438.46,4806015567936
149600,25,698.92,806703911984
149607,0,819.0,736676704569
149609,0,373.28,689585855818
149610,25,349.06,689585855221
149611,9,373.28,689585855214
149612,6,210.48,689585855757
149613,4,221.61,689585855764
149614,0,266.16,689585855986
149616,7,306.67,752334900562
149617,1,306.67,752334900555
149618,16,174.44,752334010254
149619,10,174.44,752334010261
149620,6,174.44,752334010278
149621,0,174.44,752334010285
149622,2,315.56,752334900395
149623,25,337.78,752334900401
149624,2,857.99,696528095934
149625,0,857.99,696528095941
149626,0,857.99,696528095910
149627,0,857.99,696528095927
149628,0,918.99,696528095972
149629,0,918.99,696528095989
149630,0,918.99,696528095958
149631,0,918.99,696528095965
149632,2,1428.99,840290503498
149633,1,1428.99,840290503504
149634,1,1428.99,840290503511
149635,3,1428.99,840290503528
149636,0,1428.99,840290503535
149637,0,1428.99,840290503542
149638,0,1428.99,840290503559
149639,2,1645.99,840290503566
149640,2,1645.99,840290503573
149641,3,1645.99,840290503580
149642,0,1645.99,840290503597
149643,0,1645.99,840290503603
149644,0,1645.99,840290503610
149645,0,1645.99,840290503627
149646,0,2037.99,840290504068
149647,0,2037.99,840290504075
149655,25,96.0,727962708392
149656,25,96.0,727962708385
149657,0,116.27,727962708415
149658,25,116.27,727962708408
149659,0,2126.99,840290504082
149660,0,2924.99,840290504099
149661,2,2771.99,840290501302
149662,1,2771.99,840290501319
149663,2,2771.99,840290501326
149664,2,2771.99,840290501333
149665,1,2771.99,840290501340
149666,2,2771.99,840290501357
149667,1,2771.99,840290501364
149668,0,2771.99,840290501371
149669,0,2771.99,840290501388
149670,0,4424.99,840290504112
149671,0,4424.99,840290504129
149696,0,654.0,741566905513
149698,25,684.91,787450832565
149739,0,2179.0,798681660865
149740,0,2179.0,798681661831
149742,0,2179.0,798681660889
149743,0,2179.0,798681660872
149765,25,229.38,855959002397
149766,0,219.69,855959002366
149767,22,219.69,855959003295
149768,23,238.0,855959003288
149769,25,228.31,855959003233
149775,0,715.91,640832008821
149776,0,715.91,640832008838
149777,0,1705.0,736676180844
149781,25,359.0,015813542333
149782,25,359.0,015813541435
149783,25,389.0,015813543217
149784,2,1344.0,847313018014
149785,2,1456.0,847313018038
149806,25,518.0,706397966126
149840,25,189.0,810035755345
149866,25,351.0,798681640454
149870,25,679.0,845737014681
149882,25,365.2,676351707204
149883,25,664.0,706397962746
149913,0,1082.27,023614852889
149914,0,1317.33,023614853671
149915,0,1082.27,023614853725
149916,25,1813.0,818773023238
149917,25,1813.0,818773023245
149918,25,535.0,706397966096
149924,0,1918.0,798681662715
149925,0,1918.0,798681676347
149936,25,667.0,022188892659
149939,0,1818.1,023614853718
149943,0,2179.0,798681660872
149944,0,2179.0,798681660841
149950,25,413.0,022188891416
149951,25,413.0,022188891423
149975,10,324.27,725327939290
149976,25,419.01,725327938125
149978,7,254.8,754908318100
150067,10,446.44,787450838956
150068,25,446.44,787450843226
150069,0,446.44,787450839014
150071,25,290.42,810083267821
150072,25,343.54,810083267814
150075,25,554.24,812285027777
150076,25,499.0,812285027753
150086,2,2419.0,847313019349
150087,1,2531.0,847313019356
150103,0,1082.27,023614853732
150104,0,1123.15,023614853756
150105,0,1082.27,023614852865
150116,25,188.24,723551442258
150125,25,269.0,082442971674
150130,0,523.0,798681671618
150131,24,1055.0,798681672677
150132,25,1133.0,798681664634
150133,25,610.0,798681676828
150134,11,610.0,798681678754
150135,25,610.0,798681676811
150136,0,610.0,798681678747
150159,25,356.67,048702024245
150160,25,356.67,048702024252
150161,25,346.45,048702024283
150162,24,346.45,048702024290
150163,25,326.01,048702024306
150164,10,326.01,048702024313
150165,25,346.45,048702024320
150166,25,346.45,048702024337
150167,2,1874.78,847313020017
150178,0,1046.0,798681642427
150182,25,499.8,787450844148
150183,16,761.13,787450843578
150184,5,565.13,787450843677
150185,25,269.0,754908301102
150186,25,248.53,754908300402
150213,25,495.0,022188893120
150220,8,363.54,682146302868
150221,6,518.0,741566905940
150222,8,541.0,741566905889
150223,6,558.0,741566905896
150224,14,558.0,741566905902
150225,2,679.0,741566905919
150226,0,591.0,741566905926
150227,25,591.0,741566905856
150232,2,1097.0,787450849983
150240,25,1005.0,706397952723
150242,0,1082.27,023614853749
150243,0,1123.15,023614853619
150244,10,1317.33,023614853695
150245,3,1757.14,023614853589
150277,0,2350.0,853418431368
150293,0,448.97,787450850255
150294,0,789.44,787450848504
150295,0,909.22,787450850705
150296,0,740.44,787450848481
150297,0,860.22,787450850675
150298,1,761.13,787450850439
150299,25,793.8,787450850491
150309,0,6437.44,023614854623
150310,0,6437.44,023614854630
150363,0,1613.7,023614997344
150364,0,1797.66,023614997252
150369,25,419.0,082442974279
150370,25,419.0,082442974446
150371,0,433.8,082442974453
150372,25,858.03,685757098649
150373,0,192.93,810035753334
150374,0,202.85,810035753341
150375,0,208.36,810035753358
150376,0,197.34,810035753365
150377,0,197.34,810035753372
150378,0,197.34,810035753389
150379,0,197.34,810035753396
150380,0,249.15,810035753402
150381,5,241.44,810035755352
150382,25,241.44,810035755369
150383,0,197.34,810035755376
150384,0,246.95,810035755086
150385,0,759.59,810035755423
150386,9,588.71,810035755390
150387,0,550.12,810035755420
150391,0,901.6,810070681715
150400,25,546.0,764503053580
150401,0,546.0,764503053597
150402,0,546.0,764503054228
150403,0,546.0,764503054273
150404,0,546.0,764503054372
150405,0,546.0,764503054419
150411,5,474.92,806703061658
150412,7,474.92,806703061672
150413,3,556.77,806703061689
150414,0,474.92,806703061702
150416,0,597.8,4806015568650
150417,0,554.24,4806015568285
150418,0,554.24,4806015568292
150419,0,510.69,4806015566397
150420,0,216.69,4806015567981
150421,0,228.67,812285027807
150422,0,261.33,812285027814
150423,0,261.33,812285027821
150424,25,288.56,812285027838
150425,12,288.56,812285027845
150426,0,228.67,812285027852
150427,18,304.89,812285027869
150428,4,304.89,812285027876
150429,0,228.67,812285027951
150430,0,206.89,812285027968
150431,22,206.89,812285027975
150432,25,288.56,812285027982
150433,12,288.56,812285027999
150434,0,228.67,812285028002
150435,0,304.89,812285028019
150436,0,288.56,812285027883
150437,0,348.44,812285027906
150438,0,348.44,812285027890
150439,0,348.44,812285027913
150440,0,304.89,812285028026
150441,5,174.22,812285027920
150442,4,174.22,812285027937
150443,25,174.22,812285027944
150444,0,315.78,812285027395
150445,0,255.89,812285027401
150447,0,152.44,4806015511588
150448,3,521.58,812285027654
150449,14,659.0,643477864340
150452,0,775.0,015813281478
150453,0,775.0,015813281485
150454,0,775.0,015813281492
150455,25,383.0,015813281706
150456,25,454.0,015813281713
150457,25,460.0,015813501071
150458,0,433.0,015813504300
150459,25,503.0,015813516044
150460,25,503.0,015813516051
150461,0,460.0,015813543378
150462,0,495.0,015813622325
150463,0,811.0,884110754813
150464,14,644.0,884110757999
150465,25,583.0,884110758019
150466,10,644.0,884110758026
150467,0,515.0,884110758033
150468,0,750.0,015813851480
150469,25,758.0,015813851541
150470,0,851.0,015813851596
150471,0,952.0,015813851619
150472,0,886.36,761226090281
150473,0,923.38,761226090298
150474,0,1070.38,761226089926
150475,0,1070.38,761226089933
150477,0,99.18,733315101031
150478,0,105.19,733315101048
150482,0,1635.0,847313018915
150483,0,1635.0,847313019172
150484,5,1579.0,847313019264
150485,0,389.66,850036269113
150486,0,599.99,713780241296
150487,5,566.66,713780241951
150488,5,566.66,713780241968
150489,3,633.32,713780241586
150490,0,599.99,713780241982
150491,8,622.21,713780242262
150492,4,622.21,713780242279
150493,4,622.21,713780242309
150494,8,633.32,713780242606
150495,7,633.32,713780242613
150496,0,655.54,713780242620
150497,7,655.54,713780242637
150498,8,722.21,713780242651
150499,5,766.66,713780242668
150500,0,722.21,713780242675
150501,4,766.66,713780242682
150502,6,766.66,713780242699
150503,10,611.1,713780242507
150504,13,611.1,713780242545
150505,8,755.54,713780242583
150506,10,644.43,713780241913
150507,8,644.43,713780241920
150508,7,644.43,713780241937
150509,8,722.21,713780987385
150510,9,799.99,713780987392
