I,Q,P,UPC
123052,4,1675.02,023614741794
123058,7,1552.38,023614742319
123059,17,1562.6,023614741985
123060,25,1583.04,023614741992
123062,12,1623.92,023614742036
123064,16,1623.92,023614742050
123065,10,1583.04,023614742074
123066,13,1583.04,023614742067
123113,0,857.44,023614741510
123114,0,1072.05,023614741527
123115,0,908.54,023614741534
123116,0,969.86,023614741541
123128,1,530.41,023614742708
123176,0,561.07,023614742715
123177,0,561.07,023614742722
123194,0,361.34,744253001949
123195,0,389.4,744253001956
123196,0,496.48,744253003325
123197,0,604.41,744253003332
123199,0,1937.0,810703030019
123201,0,1230.0,810703030033
123203,0,1190.0,810703030040
123207,0,2010.0,810703030132
123208,17,1034.0,810703030149
123209,0,1260.0,810703030156
123214,3,1273.63,682146398618
123215,1,1273.63,682146398625
123216,9,987.25,682146399486
123217,0,987.25,682146119565
123218,3,1427.47,682146118223
123220,2,1263.74,682146118360
123221,1,1263.74,682146118384
123222,1,965.93,682146118261
123223,5,965.93,682146118278
123224,0,570.33,682146398533
123225,0,570.33,682146398540
123226,0,559.34,682146398557
123227,0,559.34,682146398564
123228,0,559.34,682146398571
123229,0,559.34,682146398588
123230,4,603.3,682146398595
123231,12,548.35,682146398601
123232,6,526.37,682146399677
123233,9,526.37,682146399684
123234,5,526.37,682146399691
123235,4,526.37,682146399745
123236,0,548.35,682146399707
123237,0,548.35,682146399714
123238,0,658.24,682146399752
123239,0,658.24,682146399769
123244,0,488.69,682146399028
123245,0,488.69,682146399035
123246,0,488.69,682146399042
123247,0,488.69,682146399059
123248,0,867.03,682146399271
123249,2,867.03,682146399288
123250,2,867.03,682146399301
123251,1,867.03,682146399318
123252,0,845.59,682146395228
123253,6,845.59,682146395266
123254,0,845.59,682146395211
123255,0,846.15,682146395259
123258,2,658.24,682146398632
123259,0,658.24,682146398649
123260,0,658.24,682146398656
123261,0,658.24,682146399851
123262,0,701.73,682146118469
123264,0,701.73,682146118483
123266,0,658.24,682146397505
123267,0,658.24,682146397512
123268,0,658.24,682146397529
123269,5,860.77,682146282412
123270,2,860.77,682146282429
123271,13,185.71,682146503036
123272,25,189.0,682146503043
123273,0,174.73,682146503050
123274,25,179.0,682146302455
123275,25,189.0,754908247400
123276,0,658.24,682146830743
123277,0,757.14,754908240005
123278,0,757.14,682146830767
123428,0,420.0,845737010065
123429,25,794.0,845737012656
123430,25,794.0,845737012137
123431,25,794.0,845737012144
123432,12,794.0,845737012151
123433,25,830.0,845737012199
123434,25,830.0,845737012212
123435,0,830.0,845737012182
123436,25,830.0,845737012205
123457,0,1767.15,680017478223
123458,0,1767.15,680017478230
123760,5,1262.02,897903003371
123761,8,1312.11,897903002718
123762,8,1312.11,897903003418
123791,25,480.0,022188882506
123792,18,480.0,022188882513
123794,10,478.0,022188881806
123812,0,1199.08,806703064581
123813,25,1233.08,806703064956
123814,1,1233.08,806703064840
123815,0,917.28,812441027962
123816,10,725.0,812441028112
123861,0,611.0,736676191277
123869,0,448.88,848456002687
123870,22,483.75,848456002816
123871,21,483.75,848456002878
123872,0,755.68,848456002700
123878,1,1507.23,853143008361
123893,25,528.96,850013439010
123895,0,490.0,810760011303
123896,6,513.33,810760011211
124001,1,1965.38,856054008161
124002,2,82.72,856054008192
124004,2,448.54,856054008208
124005,0,300.78,856054008215
124295,0,407.99,040589027661
124296,0,433.49,040589027708
124297,0,424.99,040589027333
124335,0,121.55,733315100072
124336,0,127.67,733315100089
124363,25,500.0,082442933849
124364,25,500.0,082442933856
124365,25,500.0,082442933825
124366,25,500.0,082442933832
124423,25,1065.0,811338035189
124424,3,1097.0,811338035615
124426,25,325.0,819925022536
124428,5,459.0,819925022550
124429,25,365.0,819925022598
124430,25,365.0,819925022604
124431,25,450.0,819925022611
124493,13,652.24,787450534575
124498,0,571.0,798681617166
124607,0,565.13,4806015567905
124608,9,261.33,812285025872
124609,0,261.33,812285025889
124610,0,761.13,812285025841
124611,5,552.85,812285025865
124612,0,359.33,812285025896
124613,0,359.33,812285025902
125085,0,629.0,642230260085
125086,0,527.0,798681629022
125087,0,2365.0,098289041036
125104,0,271.0,741566904684
125105,25,219.0,741566904523
125106,0,227.0,741566904677
125107,0,262.64,682146302486
125108,25,597.0,736676291007
125109,11,597.0,736676291014
125110,25,248.0,736676137107
125135,0,457.0,736676086498
125136,25,457.0,736676086504
125137,25,457.0,736676086726
125241,0,1153.85,845737009526
125243,2,1645.88,810025503260
125244,4,1645.88,810025503277
125245,25,1427.97,810025503284
125289,0,2625.0,843068128329
125290,0,2625.0,843068128312
125291,0,2800.0,843068128350
125292,2,2800.0,843068128305
125323,0,1963.45,048702020001
125381,0,477.0,764503914591
125384,25,394.0,764503033957
125409,0,1960.0,811338034120
125411,5,629.0,642230260108
125412,3,709.0,642230260092
125413,5,709.0,642230260115
125420,0,188.84,011356576644
125478,0,925.12,879971008427
125494,0,465.0,015813521512
125526,0,2700.0,843068128428
125527,0,2700.0,843068128435
125528,0,2700.0,843068128411
125529,0,2950.0,843068128466
125530,0,2950.0,843068128404
125531,0,134.08,850003444864
125532,0,134.08,850003444895
125537,0,130.67,850003444666
125538,0,130.67,850003444697
125540,0,130.67,850003444055
125541,10,130.67,850003444062
125543,23,130.67,850003444369
125544,0,130.67,850003444376
125552,8,1169.43,810025503376
125553,6,1327.84,810025503383
125554,11,1327.84,810025503390
125555,10,1169.43,810025503406
125556,10,1327.84,810025503413
125557,6,1327.84,810025503420
125562,25,624.0,845737011567
125563,6,624.0,845737011574
125564,0,830.0,845737012311
125565,0,830.0,845737012328
125566,19,830.0,845737012335
125567,0,830.0,845737012342
125573,0,791.0,798681632954
125574,0,753.0,798681632961
125580,0,645.0,082442818733
125581,0,570.0,082442893655
125616,15,748.0,022188878462
125618,20,514.0,022188884029
125622,25,514.0,022188883879
125638,25,253.04,682146282610
125639,25,159.0,682146282627
125640,25,251.65,682146282634
125641,25,179.0,682146282641
125643,0,518.0,764503026911
125644,25,518.0,764503028816
125666,0,1077.35,848037058522
125686,0,547.71,812052024657
125687,0,581.47,812052024664
125728,0,10981.0,810021510071
125729,0,10981.0,810021510064
125730,0,10981.0,810021510415
125731,0,10981.0,810021510033
125732,0,10981.0,810021510422
125733,0,10981.0,810021510439
125739,25,1550.0,082442923772
125740,17,1550.0,082442923789
125792,0,258.24,810058880000
125794,0,340.66,810058880024
125795,25,406.59,810058880079
125796,25,400.97,810058880055
125797,25,420.97,810058880062
125798,0,153.85,810058880086
125923,0,346.0,687748696414
125932,25,266.66,713780231464
125933,1,316.66,713780231488
125934,25,329.0,713780231501
125935,25,266.66,713780231525
125936,25,316.66,713780231549
125937,0,266.66,713780231563
125938,0,316.66,713780231587
125939,3,305.54,713780231297
125940,25,305.54,713780231334
125941,8,305.54,713780231372
125942,25,249.99,713780231600
125943,25,283.32,713780231624
125944,11,244.43,713780231648
125945,8,622.21,713780331027
125946,25,622.21,713780331041
125947,10,622.21,713780331065
125948,7,622.21,713780331089
125949,25,622.21,713780331102
125950,25,622.21,713780331126
125951,3,622.21,713780331140
125952,6,633.32,713780331164
125953,8,633.32,713780331188
125954,25,644.43,713780352206
125955,13,644.43,713780352220
125956,19,644.43,713780352244
125957,13,666.66,713780352268
125958,1,666.66,713780352282
125959,17,1033.32,713780354118
125967,0,537.67,641996211263
125968,5,537.67,641996211201
125969,0,537.67,641996211225
125970,0,551.29,641996211409
125971,20,546.56,641996212116
125972,0,631.47,641996211676
125973,0,496.82,641996200281
125974,0,558.54,641996211935
125975,0,563.22,641996211522
125976,0,487.54,641996212079
126184,25,443.09,858763007503
126265,1,709.0,642230260665
126293,25,993.33,811777020562
126304,0,718.67,751499422117
126305,0,751.33,751499422155
126306,0,683.82,751499422179
126307,2,683.82,751499422186
126308,0,958.22,751499422216
126309,25,618.49,751499422230
126310,0,694.71,751499422254
126311,0,642.44,751499422278
126312,0,607.6,751499422315
126334,25,791.0,706397935504
126335,17,791.0,706397935917
126338,25,890.0,706397935511
126339,25,890.0,706397935924
126352,0,441.05,845737010058
126377,0,709.0,642230260566
126382,0,201.44,812285026114
126383,9,201.44,812285026121
126384,0,201.44,812285026428
126385,8,201.44,812285026435
126393,25,215.0,725327619307
126394,25,219.0,725327934479
126403,11,679.0,642230260818
126404,0,769.0,642230260832
126405,0,747.16,810012510226
126414,0,863.0,736676058778
126418,6,729.0,845737012595
126430,0,2542.07,817093027902
126431,0,2542.07,817093020910
126432,0,2542.07,817083020903
126433,0,2542.07,817093027940
126434,0,2611.72,817093028220
126435,0,2611.72,817093028237
126436,0,2611.72,817093028251
126437,0,2611.72,817093028268
126438,0,2637.84,817093028305
126439,0,2637.84,817093028312
126440,0,2637.84,817093028336
126441,0,2637.84,817093028343
126442,0,2515.95,817093027742
126443,0,2515.95,817093027759
126444,0,2515.95,817093027773
126445,0,2515.95,817093027780
126446,0,426.54,817093021153
126458,0,328.57,682146859317
126621,25,498.0,706397933944
126622,25,524.0,706397933951
126625,0,629.0,642230260610
126626,0,679.0,642230261204
126667,0,1109.0,845737012373
126669,19,629.0,642230260504
126704,0,316.67,819644026037
126706,0,1434.07,811452026308
126717,0,531.54,812285026794
126719,25,378.15,812285026817
126859,0,615.0,798681629145
126914,8,769.0,642230261211
126915,18,788.97,811777020456
126916,25,892.31,811777020500
126920,2,1015.56,811777020654
127040,0,303.0,736676311590
127211,0,987.64,681565226236
127212,25,987.64,681565226199
127213,4,987.64,681565226243
127219,6,482.42,682146119480
127220,6,482.42,682146119497
127221,4,482.42,682146119503
127222,3,482.42,682146117998
127224,7,709.0,642230260535
127252,0,447.0,736676311521
127282,0,1275.0,098289112422
127296,12,1129.97,853742008960
127409,0,709.0,706397929626
127410,0,709.0,706397929633
127458,5,740.44,812151024473
127459,3,871.11,812151024497
127460,0,1165.11,812151024527
127461,0,2232.22,812151024572
127462,25,1479.97,812151024626
127463,1,1225.0,812151024541
127464,4,1143.33,812151024589
127465,5,1470.0,812151024602
127537,0,304.4,8053800940955
127691,25,475.0,764503043703
127692,25,546.0,764503043710
127693,25,475.0,764503043727
127694,25,546.0,764503043734
127695,25,475.0,764503043895
127696,25,546.0,764503043901
127697,25,475.0,764503043918
127698,25,546.0,764503043925
127699,25,475.0,764503044076
127731,3,126.51,687748701132
127732,0,126.51,687748701149
127746,0,825.63,048702021602
127747,0,825.63,048702021619
127748,25,400.62,806703915609
127753,0,540.63,048702017216
127759,25,989.0,642230261082
127811,0,709.0,642230260634
127896,8,735.0,787450660397
127897,0,762.22,787450660427
127918,9,231.26,062654137976
127919,25,153.49,062654138010
127920,9,231.26,062654138027
127933,15,953.71,011356574954
127935,12,1811.23,011356575616
127937,0,1264.79,011356575937
127939,0,1264.79,011356576958
127940,0,1264.79,011356576965
127941,16,1264.79,011356576972
127942,5,1264.79,011356576989
127943,7,1221.81,011356576996
127944,19,1685.37,011356577016
127945,2,1685.37,011356577023
127946,15,1685.37,011356577030
127956,0,1685.37,011356577047
127957,3,1811.23,011356577054
127958,4,1811.23,011356577078
127959,1,1811.23,011356577085
127960,0,365.32,011356577696
127961,0,679.47,011356577702
127963,19,1256.6,011356577726
127964,12,1256.6,011356577733
127979,25,181.01,011356576651
127980,0,181.01,011356576668
127990,10,262.64,682146860085
128007,25,135.27,754908231706
128008,22,135.27,754908232901
128009,25,135.27,754908233007
128010,25,129.0,754908232802
128011,0,679.0,642230261150
128017,0,427.0,764503046629
128018,0,427.0,764503046636
128047,0,2096.03,747115446223
128048,10,1899.0,747115446254
128049,1,2096.03,747115446261
128050,0,2096.03,747115446247
128051,0,2096.03,747115446230
128052,0,2009.82,747115446278
128053,1,2009.82,747115446308
128054,1,2009.82,747115446315
128055,0,2009.82,747115446292
128056,0,2009.82,747115446285
128057,7,669.67,747115445561
128059,2,762.22,747115446704
128060,19,571.67,747115445592
128062,20,664.22,747115442980
128063,22,566.22,747115444540
128064,24,566.22,747115443727
128065,11,566.22,747115443734
128091,20,30.92,815421028133
128092,50,44.16,815421021202
128097,50,34.3,815421028676
128098,44,13.29,840014611386
128099,3,13.29,840014611393
128100,0,11.52,840014611409
128154,25,789.0,747115445578
128250,0,6543.0,098289009548
128314,25,159.0,193212023247
128323,15,698.46,810496022468
128324,12,698.46,810496022475
128325,3,698.46,810496022444
128326,3,698.46,810496022451
128330,2,698.46,810496022499
128332,3,698.46,810496022512
128333,4,698.46,810496022529
128334,12,698.46,810496022536
128335,12,698.46,810496022543
128336,5,698.46,810496022550
128341,0,162.53,733315100133
128342,0,139.0,733315100164
128343,0,410.21,733315100386
128358,0,925.12,879971008410
128359,0,116.47,850023353009
128360,0,111.76,850023353016
128361,0,528.09,850023353023
128362,0,365.17,850023353030
128363,25,465.0,850023353047
128364,25,419.0,850023353054
128365,1,525.56,8051770130147
128366,25,588.89,8051770130338
128367,25,588.89,8051770130345
128368,0,1231.11,8051770130239
128369,3,1231.11,8051770130277
128370,0,1231.11,8051770130260
128371,1,1231.11,8051770130284
128372,2,1034.44,8051770130093
128373,2,1034.44,8051770130079
128374,0,954.44,8051770130031
128375,17,954.44,8051770130055
128376,0,1133.33,8051770130161
128377,0,1114.44,8051770130192
128599,25,606.33,043125139002
128600,20,606.33,043125139019
128601,25,606.33,043125139033
128602,0,606.33,043125139057
128603,7,606.33,043125139071
128604,0,606.33,043125139088
128605,25,606.33,043125139095
128606,0,606.33,043125139101
128607,17,606.33,043125139118
128669,0,2479.0,642230261815
128670,0,2479.0,642230261808
128672,7,629.0,642230257146
128674,4,709.0,642230257153
128676,25,629.0,642230260207
128677,1,629.0,642230260184
128678,25,709.0,642230260214
128679,10,709.0,642230260191
128690,0,1395.0,798681625789
128691,25,1395.0,798681625819
128693,5,1569.0,798681630288
128694,25,1569.0,798681630295
128696,1,679.0,642230260788
128699,11,709.0,642230260528
128752,0,588.88,713780241173
128753,11,666.66,713780241722
128754,0,333.32,713780231396
128755,22,333.32,713780231433
128759,21,888.88,713780380124
128760,25,888.88,713780380209
128761,0,911.1,713780380285
128762,15,911.1,713780380414
128763,25,833.32,713780381121
128764,25,833.32,713780381206
128765,22,866.66,713780381282
128766,24,866.66,713780381411
128767,25,420.0,815648029692
128770,1,316.67,819644026334
128773,0,332.22,819644026341
128781,25,245.0,817461014480
128782,25,299.97,817461015562
128783,25,299.97,817461015586
128784,25,247.97,817461014503
128785,0,297.79,817461014800
128786,0,312.71,817461014824
128788,25,409.97,817461014862
128789,25,347.97,817461014435
128790,25,347.97,817461014442
128793,25,302.76,817461015500
128816,0,629.0,642230260580
128817,0,709.0,642230261242
128820,0,749.45,619835090089
128821,0,883.52,619835090096
128822,0,883.52,619835090102
128823,0,763.74,619835090119
128824,0,1252.75,619835090126
128825,0,749.45,619835100146
128826,0,883.52,619835100153
128827,0,945.05,619835100160
128828,0,883.52,619835100177
128829,0,1252.75,619835100184
128830,0,749.45,619835200266
128831,0,883.52,619835200273
128832,0,749.45,619835200280
128833,0,883.52,619835200297
128834,0,883.52,619835200303
128835,0,883.52,619835200310
128836,0,763.74,619835200327
128837,0,749.45,619835200334
128838,0,883.52,619835200341
128839,0,763.74,619835200358
128840,0,749.45,619835200365
128841,0,883.52,619835200372
128842,0,883.52,619835200389
128843,0,763.74,619835200396
128844,0,749.45,619835200402
128845,0,883.52,619835200419
128846,0,749.45,619835200426
128847,0,883.52,619835200433
128848,0,783.52,619835500052
128849,0,749.45,619835500069
128867,25,329.0,860004938408
128891,13,1082.61,845737013103
128980,0,361.54,682146859898
129054,0,248.97,725327619437
129087,11,1169.92,193212009104
129088,25,1169.92,193212009111
129116,0,275.8,725327620839
129117,0,286.41,725327620846
129118,0,286.41,725327620860
129223,0,934.0,098289023513
129225,0,709.0,642230260603
129232,0,952.6,688218739563
129233,0,952.6,688218739570
129234,12,869.0,688218739587
129235,0,457.0,736676086832
129236,25,372.0,736676137114
129237,25,261.0,736676132119
129267,0,4086.36,800732702018
129379,0,899.0,854164007241
129397,0,855.81,642230257290
129407,0,1699.0,098289042989
129486,25,476.25,819644023593
129578,0,1019.0,642230260962
129586,25,369.0,812052024879
129587,25,369.0,812052024886
129591,2,1034.44,8051770130086
129592,2,1034.44,8051770130116
129595,1,954.44,8051770130024
129596,0,1133.33,8051770130222
129597,0,1133.33,8051770130208
129598,2,1133.33,8051770130185
129728,0,3532.22,845737011178
129757,6,679.0,642230260863
129873,25,2119.2,811338036285
129874,0,564.4,662205988844
129894,25,183.0,736676020225
129918,17,1019.0,098289023537
129920,0,391.63,642230262508
129921,0,391.63,642230262515
129922,0,391.63,642230262522
129923,25,391.63,642230265539
129924,0,391.63,642230260146
129925,0,391.63,642230260153
129926,0,391.63,642230260160
129927,0,391.63,642230260177
129933,0,1681.0,706397939120
129934,0,1681.0,706397939380
129935,0,1736.0,706397939472
129936,0,1736.0,706397939601
129937,25,2010.0,706397939137
129938,25,2010.0,706397939373
129939,25,2065.0,706397939465
129940,12,2065.0,706397939458
129941,0,1681.0,706397939182
129942,0,1681.0,706397939403
129943,0,1736.0,706397939519
129944,0,1736.0,706397939502
129945,0,2010.0,706397939199
129946,0,2010.0,706397939397
129947,0,2065.0,706397939496
129948,0,2065.0,706397939489
129949,12,1681.0,706397939168
129950,0,1681.0,706397939427
129951,0,1736.0,706397939557
129952,0,1736.0,706397939540
129953,0,2010.0,706397939175
129954,0,2010.0,706397939410
129955,0,2065.0,706397939533
129956,0,2065.0,706397939526
129957,0,1681.0,706397939144
129958,0,1681.0,706397939441
129959,0,1736.0,706397939595
129960,0,1736.0,706397939588
129961,25,2010.0,706397939151
129963,25,2065.0,706397939571
129964,25,2065.0,706397939564
129976,25,925.26,681565227172
129985,0,1640.91,640832003499
130055,3,531.54,812285025674
130084,0,679.0,642230260849
130088,0,1183.39,810059260047
130093,25,999.99,811338036292
130098,25,456.24,602686046497
130099,25,456.24,602686086493
130142,50,50.73,765857617275
130167,25,499.0,810065120052
130171,0,361.54,682146860047
130172,0,361.54,682146860054
130173,0,361.54,682146860016
130174,0,361.54,682146860023
130175,0,361.54,682146860061
130176,3,361.54,682146860078
130194,0,2249.0,818773022514
130195,0,2249.0,818773022521
130196,0,2249.0,818773022538
130197,3,2249.0,818773022545
130209,11,1175.81,794504112528
130210,1,1232.96,794504111828
130211,0,1342.75,644216951758
130214,0,1269.0,642230260382
130275,0,4567.22,023614443988
130276,0,4567.22,023614443995
130287,0,1501.29,023614679196
130288,0,1501.29,023614440864
130290,0,3616.78,023614043744
130291,0,4567.22,023614735243
130292,0,4567.22,023614735250
130293,0,2584.58,023614043942
130294,0,2584.58,023614043959
130303,0,1562.6,023614740797
130304,4,1480.85,023614740766
130307,1,1470.63,023614740742
130308,0,1470.63,023614740759
130309,0,1307.11,023614740728
130310,0,1307.11,023614740735
130311,0,1531.95,023614740940
130312,0,1531.95,023614740957
130326,0,632.6,023614742517
130343,0,1177.78,810033782657
130345,0,1383.33,810033782695
130409,0,1556.39,817953027233
130410,0,1753.4,817953027240
130415,25,169.0,011356232465
130417,25,179.0,011356232489
130609,25,440.0,850023353078
130620,20,652.27,741566904271
130644,0,520.89,812285026770
130649,0,805.78,4806015566458
130650,0,554.24,812285026855
130651,0,727.38,812285026312
130652,0,736.09,812285026329
130653,0,521.58,812285026824
130654,0,521.58,812285026831
130655,0,206.89,812285026848
130708,3,340.0,706397935795
130709,25,439.0,706397941185
130820,0,829.0,642230262126
130821,0,709.52,642230262621
130823,0,510.0,764503043659
130826,0,610.0,787450681392
130828,3,525.56,8051770130154
130829,2,1034.44,8051770130109
130830,3,1034.44,8051770130123
130831,0,1034.44,8051770130130
130832,1,954.44,8051770130062
130834,1,954.44,8051770130017
130835,1,1231.11,8051770130291
130836,2,1231.11,8051770130246
130837,1,1231.11,8051770130253
130858,0,110.22,8053800943192
130859,0,110.22,8053800942782
130860,0,155.17,8053800942799
130861,11,899.0,642230260733
130884,1,823.86,854262002858
130900,25,1311.69,806703912202
130954,0,445.0,764503034787
130960,0,709.0,706397930325
130962,0,2212.0,098289023599
131005,25,365.0,817461014916
131006,25,315.0,817461015364
131019,25,950.64,011356577382
131020,4,950.64,011356577399
131021,0,950.64,011356577405
131022,12,950.64,011356577412
131023,0,950.64,011356577429
131024,15,950.64,011356577436
131025,5,950.64,011356577443
131026,20,950.64,011356577450
131027,11,950.64,011356577467
131028,0,950.64,011356577481
131029,0,950.64,011356577498
131030,0,950.64,011356577504
131031,0,950.64,011356577511
131032,0,950.64,011356577528
131033,0,950.64,011356577535
131034,0,950.64,011356577542
131035,0,950.64,011356577559
131036,0,950.64,011356577566
131037,0,950.64,011356577573
131038,0,950.64,011356577580
131039,0,950.64,011356577603
131040,0,950.64,011356577610
131053,25,1109.0,845737012359
131054,16,1109.0,845737012366
131055,12,1109.0,845737012380
131235,25,175.64,754908234905
131236,0,712.09,754908240302
131237,25,124.36,754908226801
131238,25,109.0,754908211807
131240,25,94.0,727962702901
131241,25,109.0,727962703755
131242,25,148.27,727962703465
131243,25,116.27,727962704646
131244,25,147.2,727962704660
131245,25,99.0,727962704677
131246,25,147.2,727962704691
131247,25,139.73,727962704653
131248,13,139.73,727962704684
131286,25,1354.99,818725011030
131287,3,1013.25,818725011146
131288,25,1001.99,818752012310
131294,25,374.51,725327932741
131295,23,300.66,725327623601
131296,13,300.66,725327934547
131297,0,237.36,725327625650
131298,25,269.0,725327620211
131299,0,747.85,725327620617
131300,0,758.45,725327620624
131301,0,747.85,725327620648
131302,0,758.45,725327620631
131303,0,747.85,725327619079
131304,0,758.45,725327619062
131305,0,875.14,725327619093
131306,0,885.75,725327619086
131323,24,750.0,818918024472
131335,23,1347.19,681565227578
131336,9,1347.19,681565227486
131344,4,778.56,747115444502
131345,0,778.56,747115444489
131374,21,1449.0,747115441655
131375,0,762.22,747115437191
131376,0,762.22,747115437207
131377,2,762.22,747115437214
131378,3,762.22,747115437221
131382,2,571.67,747115445738
131395,0,899.0,642230261068
131396,25,302.76,817461016774
131398,25,302.76,817461015524
131399,25,302.76,817461012141
131400,25,375.69,817461015463
131401,25,375.69,817461016743
131402,25,375.69,817461015487
131403,25,375.69,817461016750
131404,25,375.69,817461011120
131405,25,375.69,817461016767
131407,25,679.0,082442942704
131410,5,1712.22,853418230114
131411,18,1712.22,853418230138
131412,17,1712.22,853418230282
131413,2,1794.57,853418243169
131414,25,1795.0,853418243206
131415,15,1795.0,853418243282
131416,1,1712.22,853418220115
131417,9,1712.22,853418220122
131418,0,1712.22,853418220139
131419,0,1712.22,853418220283
131420,1,1932.0,853418260128
131421,0,1932.0,853418262122
131422,16,1900.0,853418266120
131423,18,1900.0,853418115466
131424,0,2141.56,853418263129
131425,0,2141.56,853418264126
131428,5,2305.0,853418251256
131429,5,2305.0,853418251263
131431,1,2185.0,853418131688
131450,0,161.25,810025504892
131451,0,135.59,810025504878
131452,0,73.28,810025503895
131453,0,341.3,810025504908
131454,0,290.88,810025504915
131455,0,131.92,810025504922
131470,15,1796.59,810025504786
131471,2,1579.99,810025504809
131472,0,1796.59,810025504816
131476,0,1434.07,811452021082
131530,25,808.5,787450690936
131541,19,2371.91,687700089636
131542,25,2371.91,687700089643
131543,2,2501.12,687700089650
131544,9,2501.12,687700089667
131545,16,1074.16,687700089612
131546,0,1196.63,687700089711
131552,8,1002.1,064223020757
131577,12,1795.0,853418243411
131578,7,1795.0,853418243121
131585,6,1405.32,810052407159
131586,0,1405.32,810052407173
131587,0,790.49,810052407197
131588,0,790.49,810052407210
131652,0,784.0,630835751206
131653,25,384.0,818004021026
131654,0,384.0,818004021866
131655,0,384.0,818004021736
131656,0,384.0,818004021934
131657,9,384.0,818004021958
131658,0,384.0,818004021972
131659,0,1760.0,818004022511
131660,0,1760.0,818004022528
131661,0,1760.0,818004022535
131662,0,1760.0,818004022573
131663,0,1760.0,818004022597
131664,0,1760.0,818004022610
131665,14,1120.0,818004020357
131666,9,1120.0,818004020548
131667,0,720.0,818004022221
131668,0,675.0,818004022245
131669,0,888.0,818004022757
131670,0,950.0,818004022771
131671,0,1584.0,818004022375
131672,0,1584.0,818004022399
131673,14,1584.0,818004022634
131674,0,1464.0,818004022450
131677,0,1464.0,818004022320
131682,14,429.0,859735005893
131683,25,429.0,818004021798
131684,16,429.0,818004021781
131685,25,429.0,818004021804
131723,0,442.22,619835400222
131728,25,1633.33,787450668539
131729,25,349.0,860004938415
131730,0,301.71,611613042006
131732,0,2375.0,818773021906
131733,4,2375.0,818773021876
131734,0,550.0,764503033339
131761,0,859.0,642230260689
131762,0,969.0,642230260702
131859,0,549.45,810496022840
131866,0,987.78,810033785351
131867,0,975.0,810033785375
131868,25,212.0,816413027363
131871,25,811.11,787450662605
131891,25,940.91,640832005950
131896,4,1983.52,851154008240
131963,9,2113.33,8029874033237
131978,23,351.0,741566905056
131979,25,464.0,741566903779
131980,0,539.0,741566904790
131981,0,5999.0,642230261655
131982,0,629.0,642230261891
131983,0,729.0,642230262119
131988,0,360.66,725327612360
131989,0,360.66,725327615293
131990,0,371.27,725327612568
132045,25,400.62,806703015606
132050,0,145.44,850003444161
132064,25,800.0,810496022604
132065,25,1705.0,736676180851
132067,2,1995.45,800732700243
132068,0,1995.45,800732700250
132072,0,29.49,819644021711
132073,0,448.31,813393019302
132074,0,448.31,813393017926
132075,0,598.89,819644027362
132076,0,350.0,819644025511
132077,0,343.33,819644025559
132078,0,376.67,819644025597
132079,0,376.67,819644025603
132084,0,347.19,819644025627
132086,0,380.9,819644025719
132087,0,380.9,819644025726
132088,0,476.67,819644027379
132089,0,34.67,813393017049
132091,0,142.7,819644026396
132092,0,150.34,819644026402
132093,0,166.29,819644026419
132094,0,316.67,819644026693
132095,0,316.67,819644026686
132096,22,465.56,819644027270
132097,18,465.56,819644027263
132098,2,189.89,819644026792
132099,0,189.89,819644026808
132101,0,212.36,819644026822
132102,10,178.65,819644026839
132103,2,178.65,819644026846
132104,0,257.3,819644026853
132105,0,257.3,819644026860
132107,0,279.78,819644026884
132108,8,212.36,819644026891
132109,10,212.36,819644026907
132115,0,273.03,819644026426
132117,25,202.25,819644027065
132119,25,202.25,819644027256
132120,0,298.88,819644025733
132121,0,298.88,819644025238
132122,0,298.88,819644027072
132139,0,415.0,022188885033
132191,25,1339.0,723364217906
132192,0,1569.0,723364218439
132193,25,1459.0,723364216763
132197,3,1309.39,017417091323
132199,0,258.51,815648029739
132200,0,322.26,815648029746
132285,0,332.6,619835001023
132286,0,476.92,619835001030
132287,0,438.67,619835007018
132288,0,397.8,619835011053
132289,0,476.92,619835010018
132290,0,476.92,619835011152
132291,0,476.92,619835017017
132292,0,461.54,619835041005
132293,0,516.48,619835044013
132294,0,521.98,619835044037
132295,0,787.91,619835060242
132296,0,834.07,619835060556
132297,0,787.91,619835060235
132298,0,792.27,619835060228
132299,0,815.38,619835090157
132300,0,773.63,619835090140
132351,0,1123.15,023614851295
132358,0,469.09,048702021176
132359,0,469.09,048702023064
132360,0,540.63,048702022128
132361,0,540.63,048702023071
132362,0,949.42,048702022104
132363,0,561.07,048702019364
132364,0,1317.33,048702022265
132365,0,1000.52,048702022272
132366,0,1000.52,048702022289
132367,0,1429.75,048702022081
132368,0,1368.43,048702021527
132388,25,175.0,850022583551
132417,25,318.0,736676137145
132426,7,373.28,850012235064
132492,25,250.82,733315100287
132496,2,1995.45,800732700199
132497,0,3813.64,800732701189
132498,0,1069.0,642230260986
132507,0,421.35,814034026420
132572,25,1132.59,193212048813
132573,25,1132.59,193212048820
132574,25,1131.07,193212048868
132575,22,1131.07,193212048905
132576,10,1131.07,193212048936
132577,3,1131.07,193212032683
132591,25,1760.0,082442892665
132592,25,1760.0,082442892672
132593,0,1855.0,082442875019
132594,25,1855.0,082442892658
132595,25,520.0,082442932903
132596,18,560.0,082442932880
132597,25,650.0,082442942889
132598,14,650.0,082442936710
132599,25,720.0,082442942865
